CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,3,2221,1343,1338
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,3,5731,1577,1554
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,2,34516,2061,1350
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,2,6985,1130,1694
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,3,24221,1707,1678
710572458,Existing Customer,36,F,3,High School,Married,,Blue,1,15439,0,2069
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,3,21637,2030,1222
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,3,14543,0,1536
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,1,9684,2475,1400
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,2,5007,930,1050
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,2,1616,1047,1389
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,2,19116,0,1184
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,6,2759,2223,2093
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,3,8249,1381,678
714426783,Existing Customer,38,F,2,Graduate,Single,,Blue,3,14041,2154,1467
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,3,5264,2169,1219
709494483,Existing Customer,63,F,0,,Married,Less than $40K,Blue,2,2420,1912,1730
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,2,2826,2070,1025
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,5,12518,1539,1165
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,2,5876,1297,2133
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,2,34516,0,1122
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,1,9648,1926,1083
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,3,34516,2177,1234
709346133,Existing Customer,55,F,2,Uneducated,Married,,Blue,3,3025,2376,1277
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,3,3265,2517,1843
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,2,6041,1355,1747
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,3,2293,1823,1166
708820308,Existing Customer,47,M,3,Post-Graduate,,$80K - $120K,Blue,2,13399,2505,1326
710558058,Existing Customer,46,F,3,,Married,Less than $40K,Blue,3,4317,2517,1619
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,2,3378,1069,1285
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,1,5012,2242,1142
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,1,2569,1605,1190
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,1,3471,1785,1052
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,3,34516,1699,1628
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,3,3312,1844,1740
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,3,2578,2462,1378
709278258,Attrited Customer,54,M,2,,Married,$40K - $60K,Blue,3,2902,2517,996
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,2,2742,2321,1389
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,3,2077,1571,1365
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,1,6265,1942,1715
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,3,7819,1560,1582
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,3,2731,1692,1220
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,4,1438.3,537,715
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,1,16286,1710,2552
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,2,34516,0,1106
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,1,2609,2439,1731
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,3,7567,1173,1435
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,3,22770,2517,1882
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,1,3791,1648,2058
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,4,2702,2517,1658
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,1,2555,2117,1334
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,3,2355,1090,1441
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,2,5332,0,1371
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,3,1443,1375,1991
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,2,10741,755,1278
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,2,7984,1503,1734
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,2,18584,2517,1330
822969858,Existing Customer,61,F,0,Graduate,Married,,Blue,1,5585,1465,1787
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,3,34516,2165,1672
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,3,1438.3,0,1439
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,1,2478,2031,1558
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,3,34516,2274,1795
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,2,2339,1440,893
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,3,2726,0,1099
828281733,Existing Customer,43,M,4,,Married,$120K +,Blue,3,14881,848,1408
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,3,1628,969,1893
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,2,3156,1644,1151
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,3,4745,1270,1519
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,3,19727,1785,1245
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,3,22720,793,1102
708666258,Existing Customer,43,M,4,,Married,$40K - $60K,Blue,3,8129,1799,1402
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,2,3751,1521,1060
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,5,1594,1411,1459
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,2,2569,1403,1456
809608533,Existing Customer,49,F,4,Post-Graduate,Single,,Blue,3,18206,1586,1439
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,3,3104,1766,1353
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,3,2406,1560,1173
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,2,24571,1955,1746
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,2,15534,726,1279
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,2,12301,2250,1307
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,2,2846,1818,1473
712595433,Existing Customer,58,M,2,Uneducated,,$120K +,Blue,2,9788,1794,1805
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,3,7231,2381,1421
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,3,2324,1576,1272
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,2,12208,1980,1409
708288108,Attrited Customer,43,M,4,Post-Graduate,,$80K - $120K,Blue,5,5639,1547,647
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,3,10021,1617,1275
810449883,Existing Customer,64,M,0,,Married,Less than $40K,Blue,1,2215,1915,1270
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,2,2027,1480,1702
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,2,6363,1162,1256
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,1,3920,2008,3178
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,1,9226,1233,1626
818942433,Existing Customer,54,F,4,,Divorced,Less than $40K,Blue,1,9376,1288,1562
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,3,1944,1346,1960
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,1,9599,1554,1154
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,1,28202,843,1629
821837958,Existing Customer,43,M,3,College,,$80K - $120K,Blue,3,24850,1662,1226
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,3,3805,2233,1743
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,2,2733,1306,1139
788780958,Existing Customer,46,M,1,Uneducated,,$40K - $60K,Blue,3,12781,1253,1073
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,3,3106,1120,683
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,3,7477,0,1159
712372158,Existing Customer,45,M,4,,Married,$120K +,Blue,1,34516,2086,1859
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,5,29963,2094,1205
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,3,6509,2033,1409
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,3,13450,0,1000
709311633,Existing Customer,41,M,2,Graduate,,$60K - $80K,Silver,2,27000,0,1209
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,2,34516,1254,1366
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,3,6347,0,1161
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,3,3106,1675,1512
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,1,2536,913,1750
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,3,13048,1954,1170
779462433,Existing Customer,55,F,2,,Married,Less than $40K,Blue,3,2453,968,2218
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,2,16138,1249,1198
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,2,8077,1965,1329
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,3,1929,1673,857
717276708,Existing Customer,57,M,2,,Single,$80K - $120K,Blue,3,3127,2517,1470
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,3,8645,1454,1435
753606108,Existing Customer,56,M,3,,Single,$60K - $80K,Blue,1,1438.3,0,1093
710940183,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,3,2185,0,715
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,2,24487,2517,1512
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,2,2567,0,2399
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,3,4131,785,906
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,2,10790,1930,1052
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,3,6884,1001,975
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,3,13961,1299,783
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,1,29801,1916,990
713134458,Existing Customer,54,M,3,High School,Married,$120K +,Blue,1,13219,0,1097
712159083,Attrited Customer,58,F,4,,Married,Less than $40K,Blue,3,2536,0,901
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,3,9478,820,1327
771180033,Existing Customer,47,F,4,,Divorced,$40K - $60K,Blue,1,3502,1851,1814
717916758,Existing Customer,67,F,0,,Married,,Blue,3,10509,2388,1365
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,3,1491,0,1058
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,1,9734,0,1476
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,1,2305,1627,1230
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,1,14241,2081,1581
718281408,Existing Customer,36,F,2,,Married,$40K - $60K,Blue,1,4789,1257,1534
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,2,23138,1727,1612
794496033,Existing Customer,57,M,2,,Single,$80K - $120K,Blue,1,23008,2280,1302
710519433,Existing Customer,48,M,1,,Divorced,$80K - $120K,Blue,1,3131,2517,1439
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,3,5798,1794,1724
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,2,6880,1390,1784
788386908,Existing Customer,48,M,3,Graduate,,$80K - $120K,Platinum,2,34516,1531,1156
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,2,2075,1469,2556
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,3,4589,0,1590
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,2,2317,0,884
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,1,1981,1518,973
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,2,6038,0,1447
789129033,Existing Customer,44,M,5,,Single,$80K - $120K,Blue,3,14910,877,1150
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,3,29659,1143,1193
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,3,4320,0,706
714513033,Existing Customer,39,F,1,,Single,$40K - $60K,Blue,1,11213,0,1257
714717483,Existing Customer,39,F,3,Uneducated,Divorced,,Blue,1,26181,0,1303
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,1,5773,0,1306
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,3,4503,0,748
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,2,29770,1565,1774
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,1,5014,1910,1209
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,1,3445,1074,1074
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,2,23412,1078,1786
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,1,3044,1611,1456
803366358,Existing Customer,38,M,1,,Single,$60K - $80K,Blue,2,14596,2192,1300
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,2,3864,1654,1470
781794708,Attrited Customer,35,M,3,Post-Graduate,,$80K - $120K,Blue,1,17030,1911,715
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,2,23090,839,1198
710677608,Existing Customer,53,M,2,Post-Graduate,,$80K - $120K,Blue,2,29205,1208,1556
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,2,14035,2061,1606
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,3,2962,2517,929
717469158,Existing Customer,46,M,2,,Married,$80K - $120K,Blue,3,18578,1385,1606
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,3,2201,1138,1199
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,3,2061,1483,2400
710665533,Existing Customer,42,F,5,Doctorate,Married,,Blue,2,24602,1660,1337
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,2,15911,896,1270
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,2,16867,0,654
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,3,2783,1526,1909
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,3,2972,0,922
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,3,5124,2235,1158
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,6,2880,2362,1323
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,1,5579,0,1025
721043058,Existing Customer,58,M,4,,Married,$60K - $80K,Blue,1,12010,2149,1700
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,3,34516,1597,1628
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,2,4394,885,1377
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,3,18325,723,1517
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,3,3773,1972,1528
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,1,21684,1748,1329
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,1,1919,774,1505
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,3,9995,1713,1172
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,2,11910,2098,1646
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,2,2279,1529,1693
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,1,3539,0,1336
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,1,30579,1351,1289
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,1,24480,1923,1416
822893133,Existing Customer,56,F,1,Uneducated,Divorced,,Blue,1,17561,0,1608
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,1,1638,0,1885
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,3,2947,2216,1744
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,1,5738,1112,1922
708095133,Existing Customer,43,M,4,,,$120K +,Blue,2,33304,1833,1448
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,3,7251,1603,1300
772735758,Existing Customer,44,M,1,,Married,,Blue,2,2885,1895,1366
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,2,2641,1257,1439
778239933,Existing Customer,45,F,4,Graduate,Married,,Blue,3,2801,2043,1241
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,3,16794,809,1917
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,1,9336,1672,1391
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,1,2763,2517,1246
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,3,17391,1044,1248
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,2,3198,2493,1936
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,3,5100,1786,2375
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,1,3955,2517,1238
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,3,3140,1985,1626
716223708,Attrited Customer,45,F,3,Uneducated,Single,,Blue,3,4028,710,791
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,3,2264,0,1204
819352983,Existing Customer,49,M,3,,,$120K +,Blue,2,21620,2008,1300
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,2,6385,1535,1612
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,2,2375,1658,1071
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,3,1963,1721,1378
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,2,4256,1084,1100
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,1,5097,1152,2052
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,2,3228,2517,1349
721232058,Existing Customer,49,M,1,Graduate,,$40K - $60K,Silver,1,20231,977,1215
719443683,Attrited Customer,50,M,1,,Single,$120K +,Blue,2,27512,2137,1149
715449333,Existing Customer,55,F,3,,Married,$40K - $60K,Blue,2,1929,1540,2354
